id,card_name,foundry,process_size,transistors,die_size,architecture,slot_width,tdp,base_clock,mem_clock,directX_ver,opengl_ver,opencl_ver,vulkan_ver,cuda_ver,shader_model_ver,mem_size,mem_type,mem_bus,bandwidth,pixel_rate,texture_rate,FP16_rate,FP32_rate,FP64_rate,shading_units,production_status,release_date
2781,ATI Hemlock,TSMC,40 nm,"2,154 million",334 mm²,TeraScale 2,,,,,11.2 (11_0),4.4,1.2,N/A,,5.0,,,,,,,,,,1600,,"Nov 18th, 2009"
2782,AMD Radeon RX 550 Mobile,GlobalFoundries,14 nm,"2,200 million",103 mm²,GCN 4.0,IGP,50 W,1100 MHz,"1500 MHz
										
					6 Gbps effective",12 (12_0),4.6,2.1,1.3,,6.7,2 GB,GDDR5,128 bit,96.00 GB/s,20.59 GPixel/s,51.48 GTexel/s,1.647 TFLOPS (1:1),1.647 TFLOPS,103.0 GFLOPS (1:16),640,End-of-life,"Jul 2nd, 2017"
2783,AMD Radeon R2E Mobile Graphics,GlobalFoundries,28 nm,930 million,107 mm²,GCN 2.0,IGP,15 W,,System Shared,12 (12_0),4.6,2.1,1.2.170,,6.5,System Shared,System Shared,System Shared,System Dependent,1.200 GPixel/s,2.400 GTexel/s,,76.80 GFLOPS,4.800 GFLOPS (1:16),128,End-of-life,"Jan 28th, 2015"
2784,NVIDIA GeForce 7600 GT Mac Edition,TSMC,90 nm,177 million,125 mm²,Curie,Single-slot,40 W,,"700 MHz
										
					1400 Mbps effective",9.0c (9_3),2.1,N/A,N/A,,3.0,256 MB,GDDR3,128 bit,22.40 GB/s,4.480 GPixel/s,6.720 GTexel/s,,,,,End-of-life,"Sep 2nd, 2006"
2785,AMD FirePro M8900,TSMC,40 nm,"1,700 million",212 mm²,TeraScale 2,MXM Module,75 W,,"900 MHz
										
					3.6 Gbps effective",11.2 (11_0),4.4,1.2,N/A,,5.0,2 GB,GDDR5,256 bit,115.2 GB/s,21.76 GPixel/s,32.64 GTexel/s,,"1,306 GFLOPS",,960,End-of-life,"Apr 12th, 2011"
2786,ATI Radeon X800 GT,TSMC,110 nm,160 million,240 mm²,R400,Single-slot,40 W,,"493 MHz
										
					986 Mbps effective",9.0b (9_2),2.1,N/A,N/A,,,128 MB,DDR,256 bit,31.55 GB/s,3.800 GPixel/s,3.800 GTexel/s,,,,,End-of-life,"Nov 1st, 2005"
2787,ATI R360,TSMC,150 nm,117 million,218 mm²,R300,,,,,9.0,2.0,N/A,N/A,,,,,,,,,,,,,,"Mar 1st, 2003"
2788,AMD FirePro W4190M,TSMC,28 nm,950 million,77 mm²,GCN 1.0,MXM Module,unknown,825 MHz,"1000 MHz
										
					4 Gbps effective",12 (11_1),4.6,2.1 (1.2),1.2.170,,6.5 (5.1),2 GB,GDDR5,128 bit,64.00 GB/s,7.200 GPixel/s,21.60 GTexel/s,,691.2 GFLOPS,43.20 GFLOPS (1:16),384,End-of-life,"Nov 12th, 2015"
2789,AMD FirePro M2000,TSMC,40 nm,716 million,118 mm²,TeraScale 2,,33 W,,"800 MHz
										
					3.2 Gbps effective",11.2 (11_0),4.4,1.2,N/A,,5.0,1024 MB,GDDR5,64 bit,25.60 GB/s,4.000 GPixel/s,12.00 GTexel/s,,480.0 GFLOPS,,480,End-of-life,"Jul 1st, 2012"
2790,ATI Radeon HD 4870,TSMC,55 nm,956 million,256 mm²,TeraScale,Dual-slot,150 W,,"900 MHz
										
					3.6 Gbps effective",10.1 (10_1),3.3,1.1,N/A,,4.1,512 MB,GDDR5,256 bit,115.2 GB/s,12.00 GPixel/s,30.00 GTexel/s,,"1,200 GFLOPS",240.0 GFLOPS (1:5),800,End-of-life,"Jun 25th, 2008"
2791,ATI Radeon 9700 PRO X4,TSMC,150 nm,110 million,215 mm²,R300,Dual-slot,unknown,,"310 MHz
										
					620 Mbps effective",9.0 (9_0),2.0,N/A,N/A,,,128 MB,DDR,256 bit,19.84 GB/s,2.600 GPixel/s,2.600 GTexel/s,,,,,End-of-life,"Aug 19th, 2002"
2792,NVIDIA Quadro P600 Mobile,Samsung,14 nm,"3,300 million",132 mm²,Pascal,,25 W,1430 MHz,"1252 MHz
										
					5 Gbps effective",12 (12_1),4.6,3.0,1.3,6.1,6.7,4 GB,GDDR5,128 bit,80.13 GB/s,25.92 GPixel/s,38.88 GTexel/s,19.44 GFLOPS (1:64),"1,244 GFLOPS",38.88 GFLOPS (1:32),384,End-of-life,"Feb 7th, 2017"
2793,Intel HD Graphics 4000,Intel,22 nm,"1,200 million",133 mm²,Generation 7.0,IGP,unknown,650 MHz,System Shared,11.1 (11_0),4.0,1.2,1.0,,5.0,System Shared,System Shared,System Shared,System Dependent,2.100 GPixel/s,16.80 GTexel/s,,268.8 GFLOPS,67.20 GFLOPS (1:4),128,End-of-life,"May 14th, 2012"
2794,AMD Tonga,TSMC,28 nm,"5,000 million",366 mm²,GCN 3.0,,,,,12 (12_0),4.6,2.1,1.2.170,,6.5,,,,,,,,,,2048,,"Aug 12th, 2014"
2795,AMD Litho,TSMC,28 nm,950 million,77 mm²,GCN 1.0,,,,,12 (11_1),4.6,2.1 (1.2),1.2.170,,6.5 (5.1),,,,,,,,,,384,,"May 5th, 2015"
2796,Intel UHD Graphics 64EU Mobile,Intel,10 nm,unknown,unknown,Generation 12.2,IGP,45 W,300 MHz,System Shared,12 (12_1),4.6,3.0,1.3,,6.6,System Shared,System Shared,System Shared,System Dependent,22.40 GPixel/s,44.80 GTexel/s,2.867 TFLOPS (2:1),"1,434 GFLOPS",358.4 GFLOPS (1:4),512,Active,"Jan 4th, 2022"
2797,NVIDIA Tesla K10,TSMC,28 nm,"3,540 million",294 mm²,Kepler,Dual-slot,225 W,,"1250 MHz
										
					5 Gbps effective",12 (11_0),4.6,3.0,1.2.175,3.0,6.5 (5.1),4 GB,GDDR5,256 bit,160.0 GB/s,23.84 GPixel/s,95.36 GTexel/s,,2.289 TFLOPS,95.36 GFLOPS (1:24),1536,End-of-life,"May 1st, 2012"
2798,NVIDIA T500 Max-Q,TSMC,12 nm,"4,700 million",200 mm²,Turing,IGP,18 W,795 MHz,"1250 MHz
										
					10 Gbps effective",12 (12_1),4.6,3.0,1.3,7.5,6.7,4 GB,GDDR6,64 bit,80.00 GB/s,45.60 GPixel/s,79.80 GTexel/s,5.107 TFLOPS (2:1),2.554 TFLOPS,79.80 GFLOPS (1:32),896,Active,"Dec 2nd, 2020"
2799,NVIDIA Quadro M600M,TSMC,28 nm,"1,870 million",148 mm²,Maxwell,MXM Module,30 W,837 MHz,"1253 MHz
										
					5 Gbps effective",12 (11_0),4.6,3.0,1.3,5.0,6.7 (5.1),2 GB,GDDR5,128 bit,80.19 GB/s,7.008 GPixel/s,14.02 GTexel/s,,672.8 GFLOPS,21.02 GFLOPS (1:32),384,End-of-life,"Aug 18th, 2015"
2800,NVIDIA GeForce GTX 1650 GDDR6,TSMC,12 nm,"4,700 million",200 mm²,Turing,Dual-slot,75 W,1410 MHz,"1500 MHz
										
					12 Gbps effective",12 (12_1),4.6,3.0,1.3,7.5,6.7,4 GB,GDDR6,128 bit,192.0 GB/s,50.88 GPixel/s,89.04 GTexel/s,5.699 TFLOPS (2:1),2.849 TFLOPS,89.04 GFLOPS (1:32),896,Active,"Apr 1st, 2020"
2801,NVIDIA GeForce GTX 760 Ti OEM Rebrand,TSMC,28 nm,"3,540 million",294 mm²,Kepler,Dual-slot,170 W,915 MHz,"1502 MHz
										
					6 Gbps effective",12 (11_0),4.6,3.0,1.2.175,3.0,6.5 (5.1),2 GB,GDDR5,256 bit,192.3 GB/s,27.44 GPixel/s,109.8 GTexel/s,,2.634 TFLOPS,109.8 GFLOPS (1:24),1344,End-of-life,"Aug 25th, 2013"
2802,NVIDIA Quadro K420,TSMC,28 nm,"1,270 million",118 mm²,Kepler,Single-slot,41 W,,"891 MHz
										
					1782 Mbps effective",12 (11_0),4.6,3.0,1.2.175,3.0,6.5 (5.1),1024 MB,DDR3,128 bit,28.51 GB/s,3.504 GPixel/s,14.02 GTexel/s,,336.4 GFLOPS,14.02 GFLOPS (1:24),192,End-of-life,"Jul 22nd, 2014"
2803,ATI Radeon HD 5670 640SP Edition,TSMC,40 nm,"1,040 million",166 mm²,TeraScale 2,Single-slot,64 W,,"1000 MHz
										
					4 Gbps effective",11.2 (11_0),4.4,1.2,N/A,,5.0,512 MB,GDDR5,128 bit,64.00 GB/s,6.000 GPixel/s,24.00 GTexel/s,,960.0 GFLOPS,,640,End-of-life,"Jul 18th, 2010"
2804,AMD Radeon RX 480 Mobile,GlobalFoundries,14 nm,"5,700 million",232 mm²,GCN 4.0,MXM Module,100 W,1000 MHz,"2000 MHz
										
					8 Gbps effective",12 (12_0),4.6,2.1,1.3,,6.7,8 GB,GDDR5,256 bit,256.0 GB/s,34.46 GPixel/s,155.1 GTexel/s,4.963 TFLOPS (1:1),4.963 TFLOPS,310.2 GFLOPS (1:16),2304,Active,"Aug 4th, 2016"
2805,NVIDIA Vanta LT,TSMC,250 nm,15 million,63 mm²,Fahrenheit,Single-slot,unknown,,100 MHz,6.0,1.2,N/A,N/A,,,8 MB,SDR,64 bit,800.0 MB/s,210.0 MPixel/s,210.0 MTexel/s,,,,,End-of-life,"Mar 1st, 2000"
2806,NVIDIA GeForce GT 525M,TSMC,40 nm,585 million,116 mm²,Fermi,,23 W,,"900 MHz
										
					1800 Mbps effective",12 (11_0),4.6,1.1,N/A,2.1,5.1,1024 MB,DDR3,128 bit,28.80 GB/s,2.400 GPixel/s,9.600 GTexel/s,,230.4 GFLOPS,19.20 GFLOPS (1:12),96,End-of-life,"Jan 5th, 2011"
2807,NVIDIA GeForce 6200 LE AGP 512 MB,TSMC,110 nm,75 million,110 mm²,Curie,Single-slot,unknown,,"275 MHz
										
					550 Mbps effective",9.0c (9_3),"2.0 (full)
					2.1 (partial)",N/A,N/A,,3.0,512 MB,DDR2,128 bit,8.800 GB/s,600.0 MPixel/s,1.200 GTexel/s,,,,,End-of-life,"Oct 11th, 2004"
2808,NVIDIA GeForce GT 635M,TSMC,40 nm,585 million,116 mm²,Fermi,IGP,35 W,,"900 MHz
										
					1800 Mbps effective",12 (11_0),4.6,1.1,N/A,2.1,5.1,2 GB,DDR3,128 bit,28.80 GB/s,1.900 GPixel/s,7.600 GTexel/s,,182.4 GFLOPS,15.20 GFLOPS (1:12),96,End-of-life,"Mar 22nd, 2012"
2809,ATI Radeon HD 2400 PRO,TSMC,65 nm,180 million,85 mm²,TeraScale,Single-slot,20 W,,"400 MHz
										
					800 Mbps effective",10.0 (10_0),3.3,N/A,N/A,,4.0,256 MB,DDR2,64 bit,6.400 GB/s,2.100 GPixel/s,2.100 GTexel/s,,42.00 GFLOPS,,40,End-of-life,"Jun 28th, 2007"
2810,ATI Rage PRO Turbo,UMC,350 nm,8 million,67 mm²,Rage 3,,,,,6.0,1.1,N/A,N/A,,,,,,,,,,,,,,"Mar 1st, 1997"
2811,AMD Radeon HD 6570M,TSMC,40 nm,716 million,118 mm²,TeraScale 2,MXM Module,30 W,,"800 MHz
										
					1600 Mbps effective",11.2 (11_0),4.4,1.2,N/A,,5.0,1024 MB,GDDR3,128 bit,25.60 GB/s,4.800 GPixel/s,14.40 GTexel/s,,576.0 GFLOPS,,480,End-of-life,"Apr 25th, 2011"
2812,NVIDIA GeForce GTX 560 SE,TSMC,40 nm,"1,950 million",332 mm²,Fermi 2.0,Dual-slot,150 W,,"957 MHz
										
					3.8 Gbps effective",12 (11_0),4.6,1.1,N/A,2.1,5.1,1024 MB,GDDR5,192 bit,91.87 GB/s,8.832 GPixel/s,35.33 GTexel/s,,847.9 GFLOPS,70.66 GFLOPS (1:12),288,End-of-life,"Feb 20th, 2012"
2813,NVIDIA P104-100,TSMC,16 nm,"7,200 million",314 mm²,Pascal,Dual-slot,unknown,1607 MHz,"1251 MHz
										
					10 Gbps effective",12 (12_1),4.6,3.0,1.3,6.1,6.7,4 GB,GDDR5X,256 bit,320.3 GB/s,110.9 GPixel/s,208.0 GTexel/s,104.0 GFLOPS (1:64),6.655 TFLOPS,208.0 GFLOPS (1:32),1920,End-of-life,"Dec 12th, 2017"
2814,AMD Radeon R5 330 OEM,TSMC,28 nm,690 million,56 mm²,GCN 1.0,Single-slot,50 W,830 MHz,"900 MHz
										
					1800 Mbps effective",12 (11_1),4.6,2.1 (1.2),1.2.170,,6.5 (5.1),2 GB,DDR3,64 bit,14.40 GB/s,6.840 GPixel/s,17.10 GTexel/s,,547.2 GFLOPS,,320,End-of-life,"May 5th, 2015"
2815,AMD Radeon Graphics 128SP,TSMC,5 nm,"3,400 million",264 mm²,RDNA 2.0,IGP,15 W,400 MHz,System Shared,12 Ultimate (12_2),4.6,2.0,1.3,,6.7,System Shared,System Shared,System Shared,System Dependent,8.800 GPixel/s,17.60 GTexel/s,"1,126 GFLOPS (2:1)",563.2 GFLOPS,35.20 GFLOPS (1:16),128,Active,"Sep 27th, 2022"
2816,ATI Radeon HD 5770 X2,TSMC,40 nm,"1,040 million",166 mm²,TeraScale 2,Dual-slot,unknown,,"1200 MHz
										
					4.8 Gbps effective",11.2 (11_0),4.4,1.2,N/A,,5.0,1024 MB,GDDR5,128 bit,76.80 GB/s,13.60 GPixel/s,34.00 GTexel/s,,"1,360 GFLOPS",,800,End-of-life,"Oct 13th, 2010"
2817,ATI Radeon HD 5950,TSMC,40 nm,"2,154 million",334 mm²,TeraScale 2,Dual-slot,302 W,,"1000 MHz
										
					4 Gbps effective",11.2 (11_0),4.4,1.2,N/A,,5.0,1024 MB,GDDR5,256 bit,128.0 GB/s,23.20 GPixel/s,52.20 GTexel/s,,2.088 TFLOPS,,1440,End-of-life,Never Released
2818,NVIDIA Quadro M2000M,TSMC,28 nm,"1,870 million",148 mm²,Maxwell,MXM Module,55 W,1098 MHz,"1253 MHz
										
					5 Gbps effective",12 (11_0),4.6,3.0,1.3,5.0,6.7 (5.1),4 GB,GDDR5,128 bit,80.19 GB/s,18.19 GPixel/s,45.48 GTexel/s,,"1,455 GFLOPS",45.48 GFLOPS (1:32),640,End-of-life,"Dec 3rd, 2015"
2819,Sony GTE,Sony,600 nm,1 million,128 mm²,,,,,,N/A,N/A,N/A,N/A,,,,,,,,,,,,,,"Dec 3rd, 1994"
2820,Intel UHD Graphics 32EU Mobile,Intel,10 nm,unknown,unknown,Generation 12.1,IGP,15 W,350 MHz,System Shared,12 (12_1),4.6,3.0,1.3,,6.6,System Shared,System Shared,System Shared,System Dependent,10.80 GPixel/s,21.60 GTexel/s,"1,382 GFLOPS (2:1)",691.2 GFLOPS,172.8 GFLOPS (1:4),256,Active,2021
2821,NVIDIA GeForce G210 OEM Rev. 2,TSMC,40 nm,260 million,57 mm²,Tesla 2.0,Single-slot,31 W,,"400 MHz
										
					800 Mbps effective",11.1 (10_1),3.3,1.1,N/A,1.2,4.1,128 MB,DDR2,64 bit,6.400 GB/s,2.356 GPixel/s,4.712 GTexel/s,,44.86 GFLOPS,,16,End-of-life,"Aug 24th, 2009"
2822,NVIDIA T1000 8 GB,TSMC,12 nm,"4,700 million",200 mm²,Turing,Single-slot,50 W,1065 MHz,"1250 MHz
										
					10 Gbps effective",12 (12_1),4.6,3.0,1.3,7.5,6.7,8 GB,GDDR6,128 bit,160.0 GB/s,44.64 GPixel/s,78.12 GTexel/s,5.000 TFLOPS (2:1),2.500 TFLOPS,78.12 GFLOPS (1:32),896,Active,"May 6th, 2021"
2823,AMD Radeon Pro WX 9100,GlobalFoundries,14 nm,"12,500 million",495 mm²,GCN 5.0,Dual-slot,230 W,1200 MHz,"945 MHz
										
					1890 Mbps effective",12 (12_1),4.6,2.1,1.3,,6.7,16 GB,HBM2,2048 bit,483.8 GB/s,96.00 GPixel/s,384.0 GTexel/s,24.58 TFLOPS (2:1),12.29 TFLOPS,768.0 GFLOPS (1:16),4096,Active,"Jul 10th, 2017"
2824,ATI Mobility Radeon X1700,TSMC,90 nm,157 million,150 mm²,Ultra-Threaded SE,,unknown,,"400 MHz
										
					800 Mbps effective",9.0c (9_3),2.1,N/A,N/A,,3.0,256 MB,GDDR3,128 bit,12.80 GB/s,1.900 GPixel/s,1.900 GTexel/s,,,,,End-of-life,"Feb 1st, 2006"
2825,ATI FirePro 2450 Multi-View PCIe x1,TSMC,55 nm,181 million,67 mm²,TeraScale,Single-slot,32 W,,"400 MHz
										
					800 Mbps effective",10.1 (10_1),3.3,N/A,N/A,,4.1,256 MB,DDR3,64 bit,6.400 GB/s,1.600 GPixel/s,1.600 GTexel/s,,32.00 GFLOPS,,40,End-of-life,2009
2826,NVIDIA GeForce 6150 LE,,90 nm,unknown,unknown,Curie,IGP,unknown,,System Shared,9.0c (9_3),"2.0 (full)
					2.1 (partial)",N/A,N/A,,3.0,System Shared,System Shared,System Shared,System Dependent,425.0 MPixel/s,425.0 MTexel/s,,,,,End-of-life,"Oct 11th, 2004"
2827,ATI All-In-Wonder Radeon 7500 VE,TSMC,150 nm,60 million,83 mm²,Rage 7,Single-slot,unknown,,"250 MHz
										
					500 Mbps effective",7.0,1.3,N/A,N/A,,,64 MB,DDR,128 bit,8.000 GB/s,520.0 MPixel/s,1.560 GTexel/s,,,,,End-of-life,"Apr 16th, 2002"
2828,AMD Stoney,GlobalFoundries,28 nm,"1,200 million",125 mm²,GCN 3.0,,,,,12 (12_0),4.6,2.1,1.2.170,,6.5,,,,,,,,,,192,,"Jun 1st, 2016"
2829,AMD Radeon R7 250X,TSMC,28 nm,"1,500 million",123 mm²,GCN 1.0,Dual-slot,80 W,,"1125 MHz
										
					4.5 Gbps effective",12 (11_1),4.6,2.1 (1.2),1.2.170,,6.5 (5.1),1024 MB,GDDR5,128 bit,72.00 GB/s,15.20 GPixel/s,38.00 GTexel/s,,"1,216 GFLOPS",76.00 GFLOPS (1:16),640,End-of-life,"Feb 13th, 2014"
2830,NVIDIA GeForce GTX 260,TSMC,65 nm,"1,400 million",576 mm²,Tesla 2.0,Dual-slot,182 W,,"999 MHz
										
					1998 Mbps effective",11.1 (10_0),3.3,1.1,N/A,1.3,4.0,896 MB,GDDR3,448 bit,111.9 GB/s,16.13 GPixel/s,36.86 GTexel/s,,476.9 GFLOPS,59.62 GFLOPS (1:8),192,End-of-life,"Jun 16th, 2008"
2831,Matrox Parhelia-LX,UMC,150 nm,80 million,unknown,Parhelia,,,,,8.1,1.3,N/A,N/A,,,,,,,,,,,,,,"May 10th, 2003"
2832,NVIDIA GeForce4 Ti 4800,TSMC,150 nm,63 million,142 mm²,Kelvin,Single-slot,unknown,,"325 MHz
										
					650 Mbps effective",8.1,1.5,N/A,N/A,,,128 MB,DDR,128 bit,10.40 GB/s,1.200 GPixel/s,2.400 GTexel/s,,,,,End-of-life,"Mar 15th, 2003"
2833,ATI Xbox 360 S GPU,TSMC,45 nm,372 million,168 mm²,TeraScale,,133 W,,"700 MHz
										
					1400 Mbps effective",9.0c (9_3),N/A,N/A,N/A,,3.0,512 MB,GDDR3,128 bit,22.40 GB/s,4.000 GPixel/s,8.000 GTexel/s,,240.0 GFLOPS,,240,End-of-life,"Jun 19th, 2010"
2834,NVIDIA GK180,TSMC,28 nm,"7,080 million",561 mm²,Kepler,,,,,12 (11_0),4.6,3.0,1.2.175,3.5,5.1,,,,,,,,,,2880,,"Oct 8th, 2013"
2835,AMD Radeon HD 8870M,TSMC,28 nm,"1,500 million",123 mm²,GCN 1.0,,unknown,725 MHz,"1125 MHz
										
					4.5 Gbps effective",12 (11_1),4.6,2.1 (1.2),1.2.170,,6.5 (5.1),2 GB,GDDR5,128 bit,72.00 GB/s,12.40 GPixel/s,31.00 GTexel/s,,992.0 GFLOPS,62.00 GFLOPS (1:16),640,End-of-life,"Apr 1st, 2013"
2836,NVIDIA GeForce GTX 560 OEM,TSMC,40 nm,"3,000 million",520 mm²,Fermi 2.0,Dual-slot,150 W,,"802 MHz
										
					3.2 Gbps effective",12 (11_0),4.6,1.1,N/A,2.0,5.1,1280 MB,GDDR5,320 bit,128.3 GB/s,13.25 GPixel/s,26.50 GTexel/s,,847.9 GFLOPS,106.0 GFLOPS (1:8),384,End-of-life,"Nov 29th, 2011"
2837,ATI All-In-Wonder X1900,TSMC,90 nm,384 million,352 mm²,Ultra-Threaded SE,Single-slot,unknown,,"477 MHz
										
					954 Mbps effective",9.0c (9_3),"2.1 (full)
					3.0 (partial)",N/A,N/A,,3.0,256 MB,GDDR3,256 bit,30.53 GB/s,8.000 GPixel/s,8.000 GTexel/s,,,,,End-of-life,"Jan 13th, 2006"
2838,NVIDIA GeForce GTX 650 Ti Boost,TSMC,28 nm,"2,540 million",221 mm²,Kepler,Dual-slot,134 W,980 MHz,"1502 MHz
										
					6 Gbps effective",12 (11_0),4.6,3.0,1.2.175,3.0,6.5 (5.1),2 GB,GDDR5,192 bit,144.2 GB/s,16.51 GPixel/s,66.05 GTexel/s,,1.585 TFLOPS,66.05 GFLOPS (1:24),768,End-of-life,"Mar 26th, 2013"
2839,ATI Radeon HD 3830,TSMC,55 nm,666 million,192 mm²,TeraScale,Dual-slot,75 W,,"828 MHz
										
					1656 Mbps effective",10.1 (10_1),"3.3 (full)
					4.0 (partial)",N/A,N/A,,4.1,256 MB,GDDR3,128 bit,26.50 GB/s,10.69 GPixel/s,10.69 GTexel/s,,427.5 GFLOPS,85.50 GFLOPS (1:5),320,End-of-life,"Apr 1st, 2008"
2840,AMD Cayman,TSMC,40 nm,"2,640 million",389 mm²,TeraScale 3,,,,,11.2 (11_0),4.4,1.2,N/A,,5.0,,,,,,,,,,1536,,"Dec 14th, 2010"
2841,AMD Radeon Vega Frontier Edition,GlobalFoundries,14 nm,"12,500 million",495 mm²,GCN 5.0,Dual-slot,300 W,1382 MHz,"945 MHz
										
					1890 Mbps effective",12 (12_1),4.6,2.1,1.3,,6.7,16 GB,HBM2,2048 bit,483.8 GB/s,102.4 GPixel/s,409.6 GTexel/s,26.21 TFLOPS (2:1),13.11 TFLOPS,819.2 GFLOPS (1:16),4096,Active,"Jun 27th, 2017"
2842,NVIDIA GeForce 7600 GS AGP,TSMC,80 nm,177 million,100 mm²,Curie,Single-slot,27 W,,"400 MHz
										
					800 Mbps effective",9.0c (9_3),2.1,N/A,N/A,,3.0,256 MB,DDR2,128 bit,12.80 GB/s,3.200 GPixel/s,4.800 GTexel/s,,,,,End-of-life,"Jul 1st, 2006"
2843,NVIDIA GeForce GTX 285 X2,TSMC,55 nm,"1,400 million",470 mm²,Tesla 2.0,Dual-slot,315 W,,"1152 MHz
										
					2.3 Gbps effective",11.1 (10_0),3.3,1.1,N/A,1.3,4.0,2 GB,GDDR3,512 bit,147.5 GB/s,20.74 GPixel/s,51.84 GTexel/s,,708.5 GFLOPS,88.56 GFLOPS (1:8),240,End-of-life,"Jun 17th, 2009"
2844,NVIDIA GeForce GTX 965M,TSMC,28 nm,"2,940 million",228 mm²,Maxwell 2.0,MXM Module,unknown,935 MHz,"1253 MHz
										
					5 Gbps effective",12 (12_1),4.6,3.0,1.3,5.2,6.7,2 GB,GDDR5,128 bit,80.19 GB/s,36.80 GPixel/s,73.60 GTexel/s,,2.355 TFLOPS,73.60 GFLOPS (1:32),1024,End-of-life,2016
2845,NVIDIA GeForce 9500 GT,UMC,65 nm,314 million,144 mm²,Tesla,Single-slot,50 W,,"1000 MHz
										
					2 Gbps effective",11.1 (10_0),3.3,1.1,N/A,1.1,4.0,512 MB,GDDR3,128 bit,32.00 GB/s,4.800 GPixel/s,9.600 GTexel/s,,96.00 GFLOPS,,32,End-of-life,"Jul 29th, 2008"
2846,ATI Rage XL PCI,TSMC,350 nm,8 million,47 mm²,Rage 3,Single-slot,unknown,,83 MHz,6.0,1.1,N/A,N/A,,,8 MB,SDR,32 bit,332.0 MB/s,83.00 MPixel/s,83.00 MTexel/s,,,,,End-of-life,"Jan 11th, 1999"
2847,NVIDIA GeForce 9800M GTS,TSMC,65 nm,505 million,240 mm²,Tesla,,75 W,,"800 MHz
										
					1600 Mbps effective",11.1 (10_0),3.3,1.1,N/A,1.1,4.0,512 MB,GDDR3,256 bit,51.20 GB/s,9.600 GPixel/s,19.20 GTexel/s,,192.0 GFLOPS,,64,End-of-life,"Jul 29th, 2008"
2848,AMD Radeon RX 460 Mobile,GlobalFoundries,14 nm,"3,000 million",123 mm²,GCN 4.0,MXM Module,55 W,1000 MHz,"1250 MHz
										
					5 Gbps effective",12 (12_0),4.6,2.1,1.3,,6.7,4 GB,GDDR5,128 bit,80.00 GB/s,18.88 GPixel/s,66.08 GTexel/s,2.115 TFLOPS (1:1),2.115 TFLOPS,132.2 GFLOPS (1:16),896,Active,"Aug 8th, 2016"
2849,AMD Radeon RX 580,GlobalFoundries,14 nm,"5,700 million",232 mm²,GCN 4.0,Dual-slot,185 W,1257 MHz,"2000 MHz
										
					8 Gbps effective",12 (12_0),4.6,2.1,1.3,,6.7,8 GB,GDDR5,256 bit,256.0 GB/s,42.88 GPixel/s,193.0 GTexel/s,6.175 TFLOPS (1:1),6.175 TFLOPS,385.9 GFLOPS (1:16),2304,Active,"Apr 18th, 2017"
2850,NVIDIA Wayne,TSMC,28 nm,11 million,85 mm²,VLIW Vec4,,,,,N/A,ES 3.0,N/A,N/A,,,,,,,,,,,,,,"Feb 19th, 2013"
2851,ATI Radeon HD 5570,TSMC,40 nm,627 million,104 mm²,TeraScale 2,Single-slot,39 W,,"800 MHz
										
					1600 Mbps effective",11.2 (11_0),4.4,1.2,N/A,,5.0,1024 MB,GDDR3,128 bit,25.60 GB/s,5.200 GPixel/s,13.00 GTexel/s,,520.0 GFLOPS,,400,End-of-life,"Feb 9th, 2010"
2852,ATI RV620,TSMC,55 nm,181 million,67 mm²,TeraScale,,,,,10.1 (10_1),3.3,N/A,N/A,,4.1,,,,,,,,,,40,,"Dec 10th, 2007"
2853,NVIDIA Quadro FX 1500,TSMC,90 nm,278 million,196 mm²,Curie,Single-slot,65 W,,"625 MHz
										
					1250 Mbps effective",9.0c (9_3),2.1,N/A,N/A,,3.0,256 MB,GDDR3,256 bit,40.00 GB/s,5.200 GPixel/s,5.200 GTexel/s,,,,,End-of-life,"Apr 20th, 2006"
2854,Intel Iris Graphics 5100 Mobile,Intel,22 nm,"1,300 million",181 mm²,Generation 7.5,IGP,30 W,200 MHz,System Shared,12 (11_1),4.3,1.2,1.0,,5.1,System Shared,System Shared,System Shared,System Dependent,4.400 GPixel/s,44.00 GTexel/s,,704.0 GFLOPS,176.0 GFLOPS (1:4),320,End-of-life,"May 27th, 2013"
2855,AMD Radeon Instinct MI100,TSMC,7 nm,"25,600 million",750 mm²,CDNA 1.0,Dual-slot,300 W,1000 MHz,"1200 MHz
										
					2.4 Gbps effective",N/A,N/A,2.1,N/A,,N/A,32 GB,HBM2,4096 bit,"1,229 GB/s",96.13 GPixel/s,721.0 GTexel/s,184.6 TFLOPS (8:1),23.07 TFLOPS,11.54 TFLOPS (1:2),7680,Active,"Nov 16th, 2020"
2856,NVIDIA Quadro P500 Mobile,Samsung,14 nm,"1,800 million",74 mm²,Pascal,,18 W,1455 MHz,"1253 MHz
										
					5 Gbps effective",12 (12_1),4.6,3.0,1.3,6.1,6.7,2 GB,GDDR5,64 bit,40.10 GB/s,24.30 GPixel/s,24.30 GTexel/s,12.15 GFLOPS (1:64),777.7 GFLOPS,24.30 GFLOPS (1:32),256,End-of-life,"Jan 5th, 2018"
2857,NVIDIA GeForce 6800,TSMC,110 nm,222 million,287 mm²,Curie,Single-slot,unknown,,"350 MHz
										
					700 Mbps effective",9.0c (9_3),"2.0 (full)
					2.1 (partial)",N/A,N/A,,3.0,256 MB,DDR,256 bit,22.40 GB/s,3.900 GPixel/s,3.900 GTexel/s,,,,,End-of-life,"Apr 14th, 2004"
